주민등록번호,이름,연봉,결혼여부,자녀수,부양가족수,의료비공제액,교육비공제액,주택자금공제액,기부금공제액,신용카드사용액,체크카드사용액,현금영수증사용액,연금저축공제액,퇴직연금공제액,소득공제총액
390825-2220414,김정수,22070000,미혼,2,4,420000,1590000,1590000,1890000,66230000,45160000,7420000,2780000,740000,9010000
880519-1026966,김은주,71730000,미혼,1,4,1910000,1260000,6670000,50000,63130000,52330000,8950000,2900000,4200000,16990000
580918-2795410,이명숙,34900000,미혼,0,2,4520000,1530000,5220000,1310000,70250000,86290000,7640000,2810000,300000,15690000
100717-2440238,이지은,65080000,기혼,2,1,40000,1700000,1690000,1950000,112830000,98920000,13980000,1380000,1320000,8080000
980223-1536670,박민준,57380000,기혼,0,4,2540000,2830000,4590000,50000,25480000,37140000,48890000,3140000,5120000,18270000
950329-1455291,장정훈,54780000,미혼,0,1,1860000,2560000,7960000,480000,140670000,87850000,34290000,1600000,6970000,21430000
580814-1079930,이은서,41100000,기혼,1,3,3330000,2200000,560000,800000,151250000,84590000,24810000,4000000,5320000,16210000
030609-2847401,이은주,70080000,기혼,1,1,4960000,2850000,4100000,1800000,183070000,14620000,22840000,940000,1300000,15950000
290820-1399032,백미숙,77380000,미혼,0,5,4450000,620000,7990000,510000,75330000,10450000,36240000,3170000,2170000,18910000
440122-1735301,문수민,78540000,기혼,1,1,4960000,1270000,3550000,1760000,23860000,63150000,48540000,2110000,4980000,18630000
860718-2922316,김승민,78630000,미혼,1,2,2970000,880000,2670000,1180000,128790000,20500000,31640000,2030000,1840000,11570000
850502-2389637,박아름,36680000,미혼,1,5,4350000,880000,330000,710000,73250000,9600000,35030000,830000,4350000,11450000
430704-2594711,양재호,89380000,기혼,2,2,1840000,740000,6770000,1870000,104160000,75710000,5830000,1390000,4550000,17160000
950925-2519177,박도현,39950000,기혼,1,4,830000,2400000,5950000,200000,39150000,34880000,39190000,220000,6860000,16460000
880812-2739647,김재현,61120000,미혼,1,5,2180000,960000,4170000,1250000,198480000,93870000,32760000,3140000,6860000,18560000
250411-2677708,김지훈,50420000,기혼,2,3,3040000,1960000,5460000,1910000,144440000,35860000,10110000,2370000,3910000,18650000
550404-2805577,김하윤,94950000,미혼,1,5,4640000,2070000,5590000,150000,183630000,19460000,33510000,2110000,4430000,18990000
670528-2082021,한승민,93340000,기혼,2,5,4760000,1490000,6820000,660000,124710000,39060000,23860000,70000,2850000,16650000
080209-1273593,이예은,22080000,미혼,0,4,2150000,1150000,7610000,760000,76930000,55420000,29450000,680000,4040000,16390000
250003-1832070,배승민,94950000,기혼,2,3,470000,2150000,3120000,10000,30220000,23610000,21030000,2830000,6280000,14860000
860714-2016759,이선영,29230000,미혼,2,1,4820000,890000,2440000,90000,110020000,50610000,46400000,740000,5300000,14280000
920826-2304471,서승현,39230000,미혼,3,3,2310000,1290000,990000,1990000,119960000,51260000,23390000,980000,1460000,9020000
050100-1794934,장지현,98840000,기혼,1,2,3700000,2200000,6760000,1430000,76690000,17730000,43680000,3600000,3140000,20830000
520102-1930210,김승민,43470000,미혼,1,2,440000,2460000,6920000,650000,196560000,72460000,3190000,2610000,1030000,14110000
880915-1047520,심지원,71380000,미혼,2,2,2370000,2640000,3750000,450000,196570000,61440000,29950000,410000,3380000,13000000
440624-2158520,류지우,43890000,기혼,3,4,3720000,1810000,4150000,840000,160820000,55150000,31280000,2230000,4080000,16830000
540720-1541593,김영수,39350000,미혼,2,5,2150000,450000,7270000,330000,130210000,74110000,43160000,850000,6120000,17170000
340906-2797548,김예은,84970000,기혼,0,3,4600000,2800000,5370000,1180000,163740000,72170000,49020000,3730000,500000,18180000
180117-1118149,김경수,46300000,기혼,0,3,710000,2400000,20000,1490000,185090000,51980000,5500000,900000,1080000,6600000
330428-1499596,양민서,55550000,기혼,0,1,3880000,1430000,2850000,1190000,28780000,89940000,39780000,800000,5080000,15230000
510415-2008812,윤수민,72120000,미혼,2,5,3440000,1270000,5790000,1840000,105730000,32970000,44920000,2870000,5070000,20280000
920901-2091531,김수빈,55350000,기혼,2,1,940000,410000,2430000,880000,105620000,69600000,25220000,1930000,6360000,12950000
790529-2093898,박재현,87810000,미혼,3,4,1800000,1380000,440000,90000,172170000,54940000,8630000,3510000,5400000,12620000
120117-1161892,문상현,99180000,기혼,0,4,2040000,2080000,4360000,480000,196000000,21890000,12650000,1220000,5740000,15920000
850012-2017670,이지훈,92690000,미혼,1,4,4350000,2670000,7960000,550000,159160000,41990000,15870000,1590000,4670000,21790000
910923-2969268,구은서,62370000,미혼,1,3,1760000,2460000,6630000,430000,69980000,50720000,15000000,2880000,1210000,15370000
740205-2085378,권순자,93800000,미혼,1,2,3420000,2110000,2530000,770000,16790000,64500000,17460000,3340000,5590000,17760000
000027-1266853,윤서현,33280000,미혼,3,3,190000,2860000,2040000,1000000,47050000,87860000,32640000,420000,5720000,12230000
810127-1983545,김민서,30220000,기혼,3,5,2110000,2120000,2540000,1720000,64470000,87520000,16460000,3770000,2950000,15210000
370723-2207808,김옥순,47590000,미혼,0,1,3080000,2800000,4760000,550000,124830000,99310000,40040000,1780000,1490000,14460000
390214-2684903,이재현,37190000,기혼,0,2,4640000,2360000,1650000,1030000,89580000,32860000,32340000,3060000,3870000,16610000
040615-1612267,김민재,85990000,미혼,1,4,150000,1670000,4590000,910000,15930000,5320000,17360000,3810000,790000,11920000
780421-2044235,최동현,82500000,미혼,1,2,2870000,240000,3690000,1520000,106890000,6860000,32410000,190000,2580000,11090000
050328-2528596,김상철,70130000,기혼,1,1,2610000,2680000,1670000,660000,116220000,77040000,19930000,2060000,1650000,11330000
320605-1031132,허미영,47010000,미혼,0,4,3030000,1290000,80000,140000,45760000,88500000,31120000,3980000,3030000,11550000
710724-2927257,최현숙,21390000,기혼,1,3,1160000,20000,1000000,650000,24700000,84050000,20380000,660000,5410000,8900000
220715-1642492,김영호,71310000,기혼,2,1,750000,2940000,2750000,1940000,113820000,96640000,29250000,1090000,1800000,11270000
990806-2261096,김영식,50480000,미혼,1,3,3510000,2500000,7600000,70000,53360000,39480000,12380000,2450000,2140000,18270000
380312-1258863,홍현지,60240000,미혼,2,5,2570000,2620000,4290000,1830000,58890000,26230000,13370000,1620000,5850000,18780000
300617-1737442,이지은,32940000,기혼,2,5,1040000,1910000,2790000,1600000,187330000,95390000,6320000,290000,6380000,14010000
640311-2503915,김상철,98940000,기혼,0,2,4370000,1080000,5080000,1510000,181460000,67800000,26920000,490000,6290000,18820000
900418-1219956,양정수,65010000,미혼,1,2,270000,120000,1190000,1670000,181290000,45640000,44480000,150000,4200000,7600000
750125-2067497,김광수,39350000,미혼,0,5,3620000,780000,4980000,600000,15880000,17650000,31310000,450000,2300000,12730000
620017-1331486,문민서,52660000,기혼,2,5,2920000,3000000,2750000,730000,116480000,71690000,26540000,750000,4120000,14270000
850913-2514765,최현숙,76260000,미혼,3,4,1940000,1340000,6570000,570000,101480000,20040000,28430000,1790000,3030000,15240000
160428-1071911,김아름,51500000,기혼,2,2,2150000,2950000,4110000,1790000,60120000,31400000,32380000,3280000,4370000,18650000
190921-1281652,엄숙자,62890000,미혼,1,5,2720000,2920000,4630000,600000,67250000,47300000,41260000,310000,6250000,17430000
760703-1828015,이예은,45070000,기혼,2,1,1200000,1090000,4550000,1750000,64790000,90160000,25400000,2810000,3490000,14890000
380725-1859945,이윤서,94550000,미혼,1,1,1110000,1670000,7370000,1300000,143470000,39530000,21030000,2850000,5350000,19650000
390615-1253571,이은지,60890000,미혼,3,1,2160000,2900000,3600000,1060000,100490000,50020000,24390000,2450000,330000,12500000
590220-1110359,나미정,38630000,기혼,0,3,1630000,1500000,1380000,1780000,175370000,9500000,42740000,1790000,3210000,11290000
200921-1869288,김성현,40620000,미혼,1,5,1650000,2930000,5910000,1950000,143590000,61390000,45060000,600000,4180000,17220000
270524-2152846,박상호,23420000,미혼,0,2,2410000,1180000,4460000,1870000,110450000,10470000,34470000,3440000,3310000,16670000
990809-1549574,박영희,49500000,기혼,1,2,3420000,1010000,4990000,550000,103210000,53750000,27820000,3310000,1260000,14540000
040909-1452792,권영숙,40990000,미혼,1,1,2900000,140000,5200000,1430000,155880000,72280000,8120000,3120000,6760000,19550000
810800-2966733,안서윤,67770000,기혼,0,5,2110000,1090000,6690000,730000,144360000,46790000,43800000,2410000,5320000,18350000
910924-1382606,김수진,49760000,기혼,2,4,3230000,1170000,6710000,0,193230000,29040000,10520000,480000,5950000,17540000
770413-2439018,윤종수,82670000,기혼,0,1,1820000,1530000,7410000,1530000,125740000,55610000,31970000,1160000,4680000,18130000
790628-2837266,박상훈,26120000,미혼,0,3,2870000,50000,5590000,340000,93600000,58580000,9270000,1150000,4800000,14800000
170804-2482718,최예지,77520000,미혼,2,2,4500000,2000000,5420000,100000,41960000,28410000,24220000,1500000,4040000,17560000
180503-1974897,김민수,68480000,기혼,0,4,2670000,2490000,5460000,380000,160970000,11960000,9710000,1910000,3270000,16180000
690106-1298364,김시우,94370000,미혼,2,5,1020000,690000,7280000,790000,61620000,17830000,26500000,870000,340000,10990000
950101-1669021,김선영,51180000,미혼,0,1,3080000,1170000,1600000,1480000,113380000,92960000,7330000,3560000,4880000,15770000
430628-1854449,허은정,75820000,미혼,0,5,4590000,880000,5150000,1620000,10290000,64780000,13880000,3130000,4400000,19770000
800529-1393480,이채원,86160000,기혼,0,5,4140000,1390000,6230000,1780000,17460000,34360000,14560000,3940000,360000,17840000
350122-1517568,김은영,93270000,미혼,1,5,4420000,1530000,6110000,1310000,106240000,85760000,12510000,2340000,2680000,18390000
630627-2610199,김현정,85230000,미혼,0,1,4480000,990000,840000,1150000,91050000,56860000,30040000,110000,4120000,11690000
440600-1789965,김병철,85910000,미혼,2,5,3370000,1770000,7420000,930000,38570000,98820000,31740000,360000,2580000,16430000
970209-1467294,김영길,80860000,미혼,0,1,2760000,580000,4500000,1110000,50530000,85420000,30620000,3520000,4820000,17290000
520701-1313645,김진우,94000000,미혼,2,2,2480000,1370000,6740000,740000,193570000,5150000,9050000,3490000,5080000,19900000
530329-1524089,김현지,97420000,기혼,1,3,2380000,770000,4270000,1630000,136430000,49350000,6770000,3550000,1480000,14080000
860329-2189317,이민석,28710000,미혼,2,2,520000,550000,3010000,1590000,94620000,25780000,20370000,1310000,6780000,13760000
650527-2699990,이현지,21080000,미혼,3,4,3230000,1740000,1260000,1910000,21510000,54440000,19440000,3280000,2450000,13870000
330917-2012210,손정남,65750000,미혼,3,1,3180000,570000,4870000,1530000,186050000,23430000,37000000,1280000,5270000,16700000
030029-1014180,심은영,38130000,기혼,3,3,4500000,300000,290000,910000,15920000,43600000,18250000,3640000,4690000,14330000
400222-2796188,허윤서,80560000,미혼,0,3,640000,500000,6470000,280000,169940000,57040000,10380000,3440000,1920000,13250000
620714-1948676,이현우,36920000,기혼,3,3,4310000,2700000,7540000,610000,131130000,44000000,39550000,2950000,910000,19020000
090901-1131635,김진우,31610000,미혼,3,4,1630000,1170000,2120000,1680000,58090000,41780000,47320000,3590000,6330000,16520000
120106-2891054,이승현,67340000,기혼,1,2,1180000,1430000,650000,1550000,106320000,37820000,46990000,3870000,6090000,14770000
660922-2526117,허정순,77460000,미혼,2,3,1930000,920000,2560000,1960000,52140000,55160000,38970000,2700000,6430000,16500000
920826-1149942,김민준,99060000,미혼,3,5,4860000,1000000,1920000,1230000,56830000,51310000,16290000,1000000,1040000,11050000
710402-1731515,김경숙,72410000,미혼,0,5,4080000,1800000,1500000,900000,148300000,88920000,46270000,1390000,1650000,11320000
820829-1769599,김도윤,35070000,미혼,3,3,2690000,2750000,1830000,1330000,45640000,94960000,39250000,3640000,4130000,16370000
790400-2976782,조예준,88660000,미혼,0,5,1270000,1690000,2400000,1600000,122650000,52490000,41930000,1850000,3880000,12690000
200427-2947774,이예은,83660000,기혼,3,5,60000,1230000,2900000,1250000,60870000,77940000,19040000,1230000,2040000,8710000
580618-2466320,박현주,73970000,미혼,1,3,3420000,1510000,3740000,620000,43540000,88600000,44430000,3620000,250000,13160000
820424-1934559,이광수,68870000,기혼,2,2,4330000,2880000,2120000,1220000,151350000,7580000,32420000,2920000,2350000,15820000
570808-1630951,최서윤,77020000,기혼,1,3,780000,1870000,2970000,1360000,88670000,95870000,26380000,90000,1500000,8570000
010321-1066573,이예은,72840000,기혼,2,4,4620000,2140000,6390000,580000,72070000,74540000,34750000,2280000,90000,16100000
140229-1965793,한정자,24210000,기혼,3,5,4220000,2090000,6920000,1640000,103170000,26230000,24610000,2060000,3410000,20340000
330922-2816537,이지훈,69290000,기혼,2,1,2260000,1510000,140000,1190000,31850000,74740000,5180000,3770000,2170000,11040000
190828-1039587,박지현,34680000,미혼,3,5,1470000,540000,830000,1020000,17900000,72090000,2250000,2630000,3060000,9550000
560511-1750973,고수진,74040000,기혼,0,1,570000,380000,2700000,50000,61020000,22060000,13380000,1010000,6390000,11100000
760723-1659050,박혜진,29330000,미혼,1,3,4560000,380000,6970000,910000,88760000,94000000,30530000,40000,4060000,16920000
450006-1880507,양은지,56150000,기혼,0,2,3590000,330000,7620000,860000,49170000,92120000,22690000,2450000,2010000,16860000
630125-1590432,박민수,36240000,기혼,3,1,4170000,2510000,5450000,1790000,61110000,62380000,44910000,1100000,1340000,16360000
770819-2021446,하수민,73850000,기혼,1,1,1630000,1800000,1170000,340000,17410000,70160000,3980000,2890000,1570000,9400000
140003-2885363,김하은,92470000,미혼,2,1,1870000,1140000,850000,1690000,69920000,95210000,19250000,1310000,5650000,12510000
550508-2776785,최지현,93190000,미혼,0,5,4120000,1660000,6600000,460000,85200000,98210000,18250000,2740000,30000,15610000
900908-1256774,김영길,62140000,기혼,2,5,3860000,750000,1150000,630000,39020000,70790000,20320000,1690000,5150000,13230000
550912-1303741,차하은,27090000,미혼,1,1,3470000,2090000,2290000,420000,52190000,75670000,15810000,120000,3840000,12230000
780519-1984227,백중수,60030000,미혼,0,5,3230000,2140000,1380000,1150000,22830000,51270000,9330000,3020000,6280000,17200000
920527-2526290,안영일,86310000,기혼,3,4,1910000,1160000,2340000,140000,71270000,55140000,21500000,2010000,1210000,8770000
270514-1777434,장중수,24370000,기혼,2,3,4590000,1470000,4740000,1940000,89760000,66820000,16080000,1490000,4150000,18380000
730902-2413495,오정호,63860000,미혼,1,2,1220000,390000,4910000,1040000,76620000,86470000,15820000,2720000,1200000,11480000
190118-2445034,김옥순,71470000,미혼,1,5,1650000,600000,970000,1480000,34400000,17420000,21160000,1110000,820000,6630000
530206-2080920,이은정,62960000,기혼,3,1,4030000,1130000,1790000,590000,11230000,98420000,24540000,420000,4670000,12630000
270722-1050124,서예진,61040000,미혼,2,1,3740000,1680000,1900000,1660000,191540000,20050000,41120000,2200000,4550000,15730000
530129-2615023,김채원,22130000,기혼,1,3,4100000,2510000,1270000,1170000,32180000,58140000,24980000,770000,5540000,15360000
580500-1463815,백영일,59010000,미혼,2,3,2020000,2510000,3220000,0,111270000,46420000,4920000,540000,4340000,12630000
700723-2496825,이현우,26290000,기혼,3,1,1060000,2330000,4900000,650000,107270000,76720000,30530000,30000,3100000,12070000
410402-2867081,오민서,41770000,기혼,2,2,4800000,0,3940000,1550000,111020000,95130000,20770000,2360000,880000,13530000
100716-1677708,장서연,69800000,미혼,0,5,3040000,760000,7320000,1540000,181300000,34810000,33120000,2290000,870000,15820000
100219-2430819,김지아,95610000,기혼,3,3,2060000,1080000,4990000,1680000,10870000,29540000,32660000,1460000,2380000,13650000
570512-1229784,박유진,70210000,미혼,3,2,2870000,2850000,3740000,1780000,147610000,54100000,12450000,1550000,4680000,17470000
750918-1205918,권광수,38050000,기혼,3,2,2500000,2760000,3870000,390000,180630000,7840000,21000000,3490000,2770000,15780000
380918-2835361,박정수,73470000,미혼,3,3,3990000,1420000,1890000,940000,52960000,58910000,44550000,2460000,40000,10740000
690705-1254641,성미정,36590000,미혼,0,5,1440000,2610000,4230000,1830000,95160000,75790000,10190000,620000,1080000,11810000
240920-1064804,남성수,66280000,기혼,0,3,4620000,2140000,7060000,1130000,93040000,57400000,18120000,90000,4800000,19840000
